0.7005386026543068, 0.7168810350764603
0.7008876134467084, 0.7162659401303637, 0.7125231427302329
0.6180402694928412, 0.754655613590772, 0.7652181359770798
0.6973307947059484, 0.8041122032419382, 0.8425129995658918, 0.8314321019434291, 0.8411377826493742, 0.8185754814141091, 0.8630852769029911, 0.9305281472109308, 0.9426267139600218, 0.9491335425364734, 0.9511043026419654, 0.9518677164195728, 0.9491584211865889, 0.9435426936233641, 0.941188262244759, 0.9397596268062013, 0.9322273174309708, 0.9290106577293845, 0.9212974257578462, 0.9194792693446117, 0.9162941424168142, 0.9083136321195886, 0.9042517688391248, 0.9027957488418016, 0.9010702114493341, 0.8946006913524978, 0.8936020443185476, 0.8933946424889383, 0.8872490797262893, 0.8866693478995143, 0.8798858248337864, 0.8722544085250462, 0.8709878616846041, 0.8719587592601876, 0.862318870338717, 0.8583546043646527, 0.8542528593487266, 0.8428901996946515, 0.831448119715519, 0.820014747327473, 0.814086000233635, 0.8106222556598829, 0.8173470206302436
0.7008876134467084, 0.7008876134467084
0.6849983425677388, 0.7083136545264173, 0.8178891844255192, 0.8278148355725105, 0.8320252390497975, 0.8443796028729729, 0.9051290150902931
0.7005386026543068, 0.7005386026543068, 0.7005386026543068
0.6973307947059484, 0.7143150229610794
0.7005386026543068, 0.7384562199133091
0.7005386026543068, 0.7168810350764603, 0.7217109215085228, 0.7392415113272609, 0.7378786831134263, 0.7868274214979275, 0.8014040328677096, 0.800756859107418, 0.8165311091851011, 0.8177885218134717, 0.8219715640483217, 0.8225849588578965, 0.824594013527964, 0.8268849294438682, 0.8276907826931722, 0.8289185247963446, 0.8295767184157413, 0.8300082130296689, 0.8296237037708535, 0.8292406422224643, 0.8292349065719289, 0.8288433681367935, 0.8493845988497897, 0.8574654379771701, 0.862032173548502, 0.8656858042956949
0.6936345656825561, 0.7193811326839981, 0.8215773903223174, 0.8378943389075375, 0.8797934895157605, 0.8695498893494181, 0.8469962909743686, 0.8695589882797533, 0.9009832168874002, 0.9314119225551482, 0.9443562562992539, 0.9520885228762959, 0.9399750217805595, 0.9516785370242979, 0.9552674866435142, 0.9539194190148991, 0.9455888525137004, 0.9354613519330158, 0.9250822458821516, 0.9121697314720029, 0.9104177431307602
0.7008876134467084, 0.7008876134467084, 0.713480336660721, 0.7162659401303637, 0.7146470607249051, 0.7131286619684273, 0.7150920395494524, 0.7162659401303637, 0.7153345162854293, 0.7144174847399569, 0.7135548757814744, 0.7127607506375847
0.7005386026543068
0.7008876134467084, 0.7162659401303637, 0.7125231427302329, 0.7097852895373402, 0.7078753021617648, 0.7064945113413929, 0.7054566366413154, 0.7046502358286568
0.7008876134467084
0.6634927722433063, 0.7955431513041943, 0.8135557654698514, 0.803109612596178, 0.8464206711524697
0.7005386026543068, 0.7384562199133091, 0.7399797953683902, 0.7344553651418707, 0.7345853035544856, 0.7411813094696368, 0.7415600908480695, 0.7413615617854311, 0.7766007536352456
0.6973307947059484, 0.7143548054305022, 0.7191363940771776, 0.7158893124331097, 0.7200722481094649, 0.7212772624792533, 0.729218625227322, 0.7546814969133964, 0.8129542596489145, 0.8173277369277516, 0.8211450528211904, 0.8427185398088146, 0.84309255410984, 0.8434294189824685, 0.8483187344915782, 0.8477124158625001, 0.8455004810178179, 0.8439290607343369, 0.8420001168990842, 0.83973499207672, 0.8794199124373638, 0.894720243851106, 0.9049482372514517, 0.9088566643827547, 0.9100880936302778, 0.909764280451222, 0.9169563450924162, 0.9273142918038735
